job_id,company_id,job_title,description,work_type,location,experience_level,sponsored
3697353864,9308035,"Director Data Science, Trilogy (Remote) - $400,000/year USD","Crossover is the world's #1 source of full-time remote jobs. Our clients offer top-tier pay for top-tier talent. We're recruiting this role for our client, Trilogy. Have you got what it takes?
Calling AI enthusiasts! Do you dream of a world where AI not only supports but fully runs education services? Does the thought of using AI to replace human decision-making thrill you? Then listen up because we have an exciting opportunity just for you!
At Trilogy, we're on a mission to harness the power of AI to transform education. But we need someone at the helm who's not just an expert in AI integration and prompt engineering but who's also laser-focused on understanding and incorporating the latest in learning science.
Your primary task? Take the reins to transition our human-run education services to be fully automated through the power of generative AI. Sounds like the kind of challenge you're up for? Perfect!
Ready to step into the forefront of education technology? Apply today and start a journey that promises to be exciting, challenging, and super rewarding! We can't wait to hear from you!
What You Will Be Doing
Using your technical acumen and tools like OpenAI Code Interpreter, LangChain, and AWS Glue to revolutionize our educational services.Unleashing the power of AI to make our services smarter with your knack for breaking down complex cases into component steps and designing AI prompts accordingly.Keeping us on track, thoroughly checking and validating our IDSs to ensure our AI solutions are on point and delivering top-notch services.Rolling up your sleeves, evaluating outputs, building prototypes, and doing whatever it takes to push the quality bar higher.
What You Won’t Be Doing
Spending your day delegating tasks. You will get hands-on in the research and data, building prompts and prototypes to find the best solutions.Wasting time in pointless meetings. Our asynchronous culture prioritizes written communication and moves decision-making and feedback out of meetings and into the comment section.Managing in the traditional sense. We believe the best managers lead by example, actually doing the work and setting a high-quality standard for their team.Training LLMs. We're interested in your ability to utilize LLMs, not train them.
Basic Requirements
Director Data Science key responsibilities
A grasp of AI, Large Language Models (LLMs), and prompt engineering, including Chain-of-Thought (CoT) prompting and Self-Consistency in CoTEnough coding experience to assemble a set of prompts into a working prototype service in a single dayA mastery of self-learning. If you're the type of person who applies learning science to your own learning journey – you're our kind of people!A process-focused mindset. It’s all about designing simple, repeatable processes that allow a system to scale.
Nice-to-have Requirements
Experience working with CodeInterpreter, LangChain, AWS Glue, and AI Orchestration tools to create 100% AI-based workflowsPrior successful experience automating manual processes
About Trilogy
Hundreds of software businesses run on the Trilogy Business Platform. For three decades, Trilogy has been known for 3 things: Relentlessly seeking top talent, Innovating new technology, and incubating new businesses. Our technological innovation is spearheaded by a passion for simple customer-facing designs. Our incubation of new businesses ranges from entirely new moon-shot ideas to rearchitecting existing projects for today's modern cloud-based stack. Trilogy is a place where you can be surrounded with great people, be proud of doing great work, and grow your career by leaps and bounds.
There is so much to cover for this exciting role, and space here is limited. Hit the Apply button if you found this interesting and want to learn more. We look forward to meeting you!
Working with Crossover
This is a full-time (40 hours per week), long-term position. The position is immediately available and requires entering into an independent contractor agreement with Crossover. The compensation level for this role is $200 USD/hour, which equates to $400,000 USD/year assuming 40 hours per week and 50 weeks per year. The payment period is weekly. Consult www.crossover.com/help-and-faqs for more details on this topic.
What to expect next:
You will receive an email with a link to start your self-paced, online job application.Our hiring platform will guide you through a series of online “screening” assessments to check for basic job fit, job-related skills, and finally a few real-world job-specific assignments.
Important! If you do not receive an email from us:
First, emails may take up to 15 minutes to send, refresh and check again.Second, check your spam and junk folders for an email from Crossover.com, mark as “Not Spam” since you will receive other emails as well.Third, we will send to whatever email account you indicated on the Apply form - by default, that is the email address you use as your LinkedIn username and it might be different than the one you have already checked.If all else fails, just reset your password by visiting https://www.crossover.com/auth/password-recovery if you already applied using LinkedIn EasyApply. Crossover Job Code: LJ-5011-US-NewYork-DirectorDataSc.003
",Full-time,United States,Executive,0
3697342482,65501986,Environmental Engineer & Data Scientist,"Are you a Data Scientist with an Environmental Engineering background? Looking for a full-time, Python-centric data science role at a renowned, client-centric firm? 
Backpack Talent is seeking high-achieving, innovative data scientists with prior experience in environmental engineering + GIS data to join a well-established, privately-held global environmental engineering firm.
Candidates with prior applied experience with Python, ML modeling, and hands-on experience with GIS data are preferred. 
On the day-to-day, you can expect to analyze client data, build and iterate on machine learning (ML) models, improve client-facing data product offerings, and work with a variety of practice leaders in the water industry. An interest in LLMs, ML, and AI is preferred!
Requirements:3-5+ years of data engineering or data science experienceA civil or environmental engineering degree (or related) Direct experience with ML modeling (Python preferred to R)Willingness to work in a hybrid capacity, local to Denver, Colorado, Seattle, Washington, Raleigh-Durham, North Carolina, or Dallas, Texas. 
This is a NEW W2 role. No C2C, no recruiters. 
Strong salary+benefits, performance bonus, flexibility, generous PTO plan, fun work environment
#LIjobs #datascience #python #kendra #LLM #GIS #environmental #engineering",Full-time,CO,Mid-Senior level,1
3694163111,70915780,ML Infrastructure Team Lead,"⚡ ML Infrastructure Team Lead ⚡🏥 Recent Series B HealthTech 🏥🗺️ US - Remote 🗺️💰 Up to $300K base (Crucial Hire) + Strong Equity 💰
They are looking for a ML Infrastructure Team lead who specializes in infrastructure to found our MLOps team, reporting directly to the CTO.You will be forming a small team tasked with the design, development and ownership of our modern machine learning platform. This platform provides the core functionality to train, evaluate, serve, and monitor the models at the heart of the client's product. Machine learning is essential to the unique value that the client provides its customers. Ensuring the quality, reliability, and efficiency of these systems is crucial to the success of this company!
What will you be doing?Designing, developing and owning a machine learning platform serving on-line inferences to over 100 hospitals and thousands of patientsCombining in-house development and implementation of best-in-breed SaaS solutions, enabling our platform to grow as we scale clients, models and data scientistsDeveloping our in-house exploratory data analysis and research platformDeveloping automation tools across the ML development pipeline to increase efficiency and reliabilityCollaborating with our backend team in order to deliver ML predictions to productionCollaborating with the rest of the data science team on prototyping and developing new data productsIntegrating with our data engineering team to make data available for research
RequirementsNeed to have…Bachelor’s Degree in a STEM subject.Experience managing a team of ML Engineers/ Data Scientists4+ years of experience with production Machine Learning systems and platforms4+ years of software development experience in Python2+ years experience leading a team building and supporting machine learning platforms hosted in the cloudExperience with UNIX-like environmentsExperience with modern software practices including automated testing and continuous deliveryExperience with Pandas and NumPyExperience with machine learning libraries such as: scikit-learn, statsmodels, XGBoost, etcExperience with PyTorch, TensorFlow, JAX, MXNet, or another deep learning frameworkAn ownership mentality, and the desire to take on heterogeneous challenges.NOTE: The hours for this role overlap with our team in New Zealand. Specifically, we need you to be online from 9-11am New Zealand time. Of course, we’re happy for you to start your day later in order to accommodate.
Nice to have…Some additional skills which we’d find useful if you have them, but should not affect your decision to apply:A Masters or PhD in ML, Data Science, or a related fieldExperience with AWS managed services for ML: SageMaker, Redshift, DynamoDB, Lambda, and GlueExperience with MapReduce frameworks such as: Spark, Scalding, Beam, Scio, Crunch, Pig, etcExperience with big data querying tools such as: Redshift, BigQuery, Hive, Presto, Mode, etcExperience with big data systems: Hadoop, Dataproc, Dataflow, EMR, Databricks, etcExperience with No-SQL data bases: DynamoDB, BigTable, Cassandra, Elasticsearch, MongoDB, etcExperience building classical ML models with: Scikit-Learn, statsmodels, XGBoost, etcExperience building deep learning models with: Keras, PyTorch, Tensorflow, MXNet, etcPublished papers in ML or a related fieldPresented your work at a reputable scientific or technical conference

Benefits:Highly Competitive Base (Crucial Hire)Robust healthcare plans and 401KSick leave & paid parental leaveFlexible working hoursFully remoteGreat people to work with – a diverse team/company who are passionate about improving people’s lives
📧 Interested in applying? Please click on the ‘Easy Apply’ button or email me at Alexander.hasselbach@storm3.com
After applying, please feel free to connect with me on LinkedIn to discuss the role in more detail.
⚡ Storm3 is a HealthTech recruitment firm with clients across London, Europe and North America. To discuss open opportunities or career options, please visit our website www.storm3.com and follow the Storm3 Linked In page for the latest jobs and intel.",Full-time,United States,Director,0
3694163107,70915780,"Director, Machine Learning Platform","⚡ Director, Machine Learning Infrastructure⚡🏥 $100M, Series D HealthTech 🏥🗺️ Remote, USA 🗺️💰 $300K+ 💰
Interested in the role? Please connect with the job poster for more details!
A HealthTech company totally revolutionizing Data Science and Machine Learning related to Digital Therapeutics. Having closed a MASSIVE $100M Series D earlier this year, they are seeking a talented and experienced Machine Learning Platform Director to lead their cutting-edge machine learning initiatives and oversee the development and maintenance of their ML platform.
Responsibilities:Lead and mentor a team of machine learning engineers, data scientists, and platform developers, whilst still being HANDS ON.Define and execute the machine learning platform roadmap aligned with business objectives.Oversee the design, implementation, and maintenance of the machine learning infrastructure using Docker and Kubernetes for containerization and orchestration.Implement and manage data pipelines and workflows using Airflow for efficient data processing and model deployment.Drive the utilization of Spark for distributed data processing and analytics.Collaborate with research teams to integrate and optimize models built with TensorFlow and PyTorch.Stay current with industry trends and emerging technologies in machine learning and AI.Collaborate with stakeholders to ensure successful implementation of machine learning projects.Monitor platform performance, troubleshoot issues, and optimize for scalability and reliability.
Qualifications:Bachelor's or Master's degree in Computer Science, Engineering, or a related field.Proven experience (5+ years) in leading machine learning teams and projects.Strong expertise in Docker and Kubernetes for containerization and orchestration.Proficiency in building and managing data workflows using Apache Airflow.Experience with Spark for distributed data processing and analytics.Proficiency in developing and deploying machine learning models using TensorFlow and/or PyTorch.Excellent leadership, communication, and collaboration skills.Problem-solving mindset with the ability to drive results in a fast-paced environment.Experience in [specific industry/domain relevant to the company's focus - optional].
Why apply:Highly Competitive Base, 20% bonus + EquityRemote100% Covered Medical/ Dental/ Vision for you, 70% for dependentsLife InsuranceUnlimited PTO401K
🌎 The role is fully Remote
📧 Interested in applying? Please click on the ‘Easy Apply’ button or email me at Alexander.Hasselbach@Storm3.com
⚡ Storm3 is a HealthTech recruitment firm with clients across London, Europe and North America. To discuss open opportunities or career options, please visit our website www.storm3.com and follow the Storm3 Linked In page for the latest jobs and intel.",Full-time,United States,Director,0
3694161427,70915780,Principal MLOps Engineer,"⚡ Principal MLOps Engineer ⚡🏥 Recent Series B HealthTech 🏥🗺️ US - Remote 🗺️💰 Up to $300K base (Crucial Hire) + Strong Equity 💰
They are looking for a ML Infrastructure Team lead who specializes in infrastructure to found our MLOps team, reporting directly to the CTO.You will be forming a small team tasked with the design, development and ownership of our modern machine learning platform. This platform provides the core functionality to train, evaluate, serve, and monitor the models at the heart of the client's product. Machine learning is essential to the unique value that the client provides its customers. Ensuring the quality, reliability, and efficiency of these systems is crucial to the success of this company!
What will you be doing?Designing, developing and owning a machine learning platform serving on-line inferences to over 100 hospitals and thousands of patientsCombining in-house development and implementation of best-in-breed SaaS solutions, enabling our platform to grow as we scale clients, models and data scientistsDeveloping our in-house exploratory data analysis and research platformDeveloping automation tools across the ML development pipeline to increase efficiency and reliabilityCollaborating with our backend team in order to deliver ML predictions to productionCollaborating with the rest of the data science team on prototyping and developing new data productsIntegrating with our data engineering team to make data available for research
RequirementsNeed to have…Bachelor’s Degree in a STEM subject.Experience managing a team of ML Engineers/ Data Scientists4+ years of experience with production Machine Learning systems and platforms4+ years of software development experience in Python2+ years experience leading a team building and supporting machine learning platforms hosted in the cloudExperience with UNIX-like environmentsExperience with modern software practices including automated testing and continuous deliveryExperience with Pandas and NumPyExperience with machine learning libraries such as: scikit-learn, statsmodels, XGBoost, etcExperience with PyTorch, TensorFlow, JAX, MXNet, or another deep learning frameworkAn ownership mentality, and the desire to take on heterogeneous challenges.NOTE: The hours for this role overlap with our team in New Zealand. Specifically, we need you to be online from 9-11am New Zealand time. Of course, we’re happy for you to start your day later in order to accommodate.
Nice to have…Some additional skills which we’d find useful if you have them, but should not affect your decision to apply:A Masters or PhD in ML, Data Science, or a related fieldExperience with AWS managed services for ML: SageMaker, Redshift, DynamoDB, Lambda, and GlueExperience with MapReduce frameworks such as: Spark, Scalding, Beam, Scio, Crunch, Pig, etcExperience with big data querying tools such as: Redshift, BigQuery, Hive, Presto, Mode, etcExperience with big data systems: Hadoop, Dataproc, Dataflow, EMR, Databricks, etcExperience with No-SQL data bases: DynamoDB, BigTable, Cassandra, Elasticsearch, MongoDB, etcExperience building classical ML models with: Scikit-Learn, statsmodels, XGBoost, etcExperience building deep learning models with: Keras, PyTorch, Tensorflow, MXNet, etcPublished papers in ML or a related fieldPresented your work at a reputable scientific or technical conference

Benefits:Highly Competitive Base (Crucial Hire)Robust healthcare plans and 401KSick leave & paid parental leaveFlexible working hoursFully remoteGreat people to work with – a diverse team/company who are passionate about improving people’s lives
📧 Interested in applying? Please click on the ‘Easy Apply’ button or email me at Alexander.hasselbach@storm3.com
After applying, please feel free to connect with me on LinkedIn to discuss the role in more detail.
⚡ Storm3 is a HealthTech recruitment firm with clients across London, Europe and North America. To discuss open opportunities or career options, please visit our website www.storm3.com and follow the Storm3 Linked In page for the latest jobs and intel.",Full-time,United States,Mid-Senior level,0
3694159565,70915780,Principal Machine Learning Engineer ,"⚡ Principal Machine Learning Engineer ⚡🏥 Close to $100M Post Series B Cancer Care HealthTech, $110 Billion investor🗺️ Remote US💰 Up to $250K Base + Bonus + Equity
Interested in joining a company that is totally revolutionizing artificial intelligence in Cancer Care?
Storm3 is working with an early stage start up, already extremely well funded, with a $110 BILLION dollar Angel investor on board. They are developing a truly personalized cancer intelligence platform to empower oncologists. In addition, they bring the patient voice to the physician by allowing patients to report symptoms, side effects, and disease progression information via their mobile app, enabling real-time symptom management.
As one of the members of the machine learning core of the data science team, you will have a unique opportunity to help build out their machine learning functionality from the ground up and drive innovation.

⭐ Responsibilities:Design, Build, maintain, and govern the ML Platform and Models, which includes operationalizing and orchestrating machine learning and natural language models, their inputs, and their outputs.Accelerate the translation of AI/ML innovations into production code via infrastructure that can perform at scale and are resilient.Design, Deploy and maintain the full ML platform stack including capabilities such as monitoring and data observability, the full model lifecycle, and feature and prediction stores.Create and mature CI/CD/CT for machine learning and AI development.Deliver solutions that enable scientists and engineers to develop and apply their ML models in light speed using the latest technology frameworks, such as Spark, Docker, Kubernetes, and Kafka.
⭐ Requirements:MS/Ph.D. Data Science, Machine Learning, Statistics, Computer Science, Applied Math, biomedical engineering or equivalent highly technical field with 8+ years experience.Expert in building and maintaining robust, large-scale Machine Learning and Data Pipelines designed for scalability, repeatability, automation, CI/CD/CT and accelerated innovation.In-depth experience with at least one machine learning framework (such as TensorFlow, PyTorch, Scikit-Learn etc.)Passion for architecting large systems with elegant interfaces that can scale easily.Exposure to applications of machine learning in healthcare and industry experience with cross-functional collaboration.
⭐BenefitsHighly Competitive Base + Bonus + Equity401k, Medical, dental, and vision 100% covered for employees and 70% for dependents100% covered life insuranceParental LeaveFlexible vacation: At least 15 days off per year
📧 Interested in applying? Please click on the ‘Easy Apply’ button or email me at Alexander.Hasselbach@storm3.com
After applying, please feel free to connect with me on LinkedIn to discuss the role in more detail.
⚡ Storm3 is a HealthTech recruitment firm with clients across London, Europe and North America. To discuss open opportunities or career options, please visit our website www.storm3.com and follow the Storm3 Linked In page for the latest jobs and intel.",Full-time,United States,Mid-Senior level,0
3694102195,2382910,"Senior ML Specialist Solutions Architect, ML Service Solution Architects","Description
Are you passionate about Artificial Intelligence, Machine Learning and Deep Learning? Are you passionate about helping customers build solutions leveraging the state-of-the-art AI/ML/DL tools on Amazon Web Service (AWS)? Come join us!
At Amazon, we’ve been investing deeply in artificial intelligence for over 20 years, and many of the capabilities customers experience in our products are driven by machine learning. Amazon.com’s recommendations engine is driven by machine learning (ML), as are the paths that optimize robotic picking routes in our fulfillment centers. Our supply chain, forecasting, and capacity planning are also informed by ML algorithms. Alexa is fueled by Natural Language Understanding and Automated Speech Recognition deep learning; as is Prime Air, and the computer vision technology in our new retail experience, Amazon Go. We have thousands of engineers at Amazon committed to machine learning and deep learning, and it’s a big part of our heritage.
Within AWS, we’re focused on bringing that knowledge and capability to customers through three layers of the AI stack: 1) Frameworks and Infrastructure with tools like Apache MxNet and TensorFlow, 2) Machine Learning Platforms such as Amazon SageMaker for data scientists, and, 3) API-driven Services like Amazon Lex, Amazon Polly, Amazon Transcribe, Amazon Comprehend, and Amazon Rekognition to quickly add intelligence to applications with a simple API call.
AWS is looking for a Machine Learning Solutions Architect (ML SA), who will be the Subject Matter Expert (SME) for helping customers in the AMERICAS design solutions that leverage our ML services. As part of the team, you will work closely with customers to enable large-scale use cases, design ML pipelines, and drive the adoption of AWS for the AI/ML platforms. You will interact with other SAs in the field, providing guidance on their customer engagements, and you will develop white papers, blogs, reference implementations, and presentations to enable customers to fully leverage AI/ML on AWS. Additionally, as the voice of the customer, you will work closely with the service teams, and submit product feature requests to drive the platform forward.
You must have deep technical experience working with technologies related to artificial intelligence, machine learning and/or deep learning. A strong mathematics and statistics background is preferred in addition to experience building complex machine learning models. You will be familiar with the ecosystem of software vendors in the AI/ML space, and will leverage this knowledge to help AWS customers in their selection process.
If you are a qualified and accepted candidate, you may work out of any of the following cities: Pacific Time Zone - Southern California (i.e. south of San Diego to north of Los Angeles). Travel up to 50% across the AMERICAs may be possible.
Key job responsibilities
 Thought Leadership – Evangelize AWS ML services and share best practices through forums such as AWS blogs, white-papers, reference architectures and public-speaking events such as AWS Summit, AWS re:Invent, etc. Partner with SAs, Sales, Business Development and the AI/ML Service teams to accelerate customer adoption and revenue attainment in the AMERICAS for Amazon SageMaker. Act as a technical liaison between customers and the AWS SageMaker services teams to provide customer driven product improvement feedback. Develop and support an AWS internal community of ML related subject matter experts in the AMERICAS.
We are open to hiring candidates to work out of one of the following locations:
Santa Clara, CA, USA | Seattle, WA, USA
Basic Qualifications
 8+ years of specific technology domain areas (e.g. software development, cloud computing, systems engineering, infrastructure, security, networking, data & analytics) experience 3+ years of design, implementation, or consulting in applications and infrastructures experience 3+ years of experience in design/implementation/consulting for Machine Learning/AI/Deep Learning solutions 1+ years of experience with one or more Deep Learning frameworks such as TensorFlow and PyTorch. 3+ years experience with developing Machine learning solutions and architectures for Natural language processing domain. 5+ years professional experience in software development in languages related to ML like Python or R. Experience working with RESTful API and general service-oriented architectures. 3+ years of experience in technical architecture, design, deployment and operations for AI platforms, standards, protocols and devices
Preferred Qualifications
 5+ years of industry experience in predictive modeling and analysis Ability to develop experimental and analytic plans for data modeling processes, use of strong baselines, ability to accurately determine cause and effect relationships Consulting experience and track record of helping customers with their AI needs Publications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferences Experience with AWS technologies like SageMaker, Redshift, S3, EC2, Data Pipeline, Kinesis & EMR Knowledge of Apache Spark Able to write production level code, which is well-written and explainable Experience using ML libraries, such as scikit-learn, caret, mlr, mllib Experience working with GPUs to develop models Experience handling terabyte size datasets Track record of diving into data to discover hidden patterns Familiarity with using data visualization tools Knowledge and experience of writing and tuning SQL Past and current experience writing and speaking about complex technical concepts to broad audiences in a simplified format Experience giving public presentations
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $122,900/year in our lowest geographic market up to $239,000/year in our highest geographic market. Pay is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. Amazon is a total compensation company. Dependent on the position offered, equity, sign-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and/or other benefits. For more information, please visit https://www.aboutamazon.com/workplace/employee-benefits. Applicants should apply via our internal or external career site.
Company - Amazon Web Services, Inc.
Job ID: A2429667",Full-time,CA,Mid-Senior level,0
3693588101,10860178,Senior Lead Data Scientist,"High performing team members. Challenging projects. A stable and profitable company. And a great place to work! This is what you can expect if you join the Quisitive team. Founded in 2016, Quisitive is a publicly traded, global Microsoft partner specializing in Microsoft platform and complementary technologies, custom solutions, and offerings that drive digital transformation and business value for enterprise customers. Our team of professionals has a long history of successfully delivering award-winning Microsoft solutions, and our culture of continual learning ensures that we remain committed to Microsoft’s long-term strategy. Quisitive was recently named the 2023 Microsoft US Health and Life Sciences AND Solution Assessments Partner of the Year.
What do we attribute our award-winning success to? The people we hire, of course! People don’t join the Quisitive team for a job. They come to Quisitive to build a career – to continue their infinite quest to learn; to deliver on the most innovative and exciting work of their lives; and to be part of a high-performing and fun culture. We’ll provide you the tools and leadership that you need to be successful, and let you do what you do best!
It is a very exciting time of growth for our Cloud Services & Applications (CSA) team, and we are currently hiring a Senior Lead Data Scientist to provide technical leadership for our Data & AI practice. This role can be located anywhere in the United States.
What will my role be?As a Senior Lead Data Scientist you will lead projects to assist clients in the design, development, analysis, and production loop of machine learning models and data science workflows in a variety of sectors. You will also provide mentorship in data science to other technical and non-technical delivery personnel.
Some of your activities will include:Leading projects and building custom machine learning models for clients to meet business needsDesigning data science solutions in Microsoft Azure that meet customer needs for scalability, reliability and performanceImplementing production-level deployments of ML systems within our MLOps frameworkCollaborating with technical leads across Quisitive to own the implementation of ML components in large cross-functional solutionsAssisting development teams to deliver data intensive solutions utilizing a mix of Azure Data Platform and leading open source data science technologiesKeeping abreast of emerging data science technology trends, delivery patterns, and their impact on cloud solutions
What’s required?First and foremost, you should enjoy what you do and have a passion for sharing knowledge!3+ years of experience delivering real world data science solutions in a professional settingExperience delivering a full MLOps lifecycleStrong skills in Python and SQLFamiliarity with GitExperience with the Azure cloud frameworkAbility to work in an Agile environmentExperience providing mentorship to junior team membersUnderstanding of the application of statistics and machine learning algorithms in industryGood communication and presentation skills to technical and executive-level stakeholdersExperience working both independently and, in a team,-oriented, collaborative environment; ability to work effectively with both clients and team membersPassion for continuous improvement and advancing technology solutions
What would set me apart?Previous consulting experience in a customer-facing role and good business acumenExperience leading project teams through design workshops and pilot environmentsExperience with the end-to-end machine learning lifecycle – from problem definition all the way to sustainable production deploymentsExperience with cloud PaaS services such as Azure Machine Learning or AWS SagemakerExperience with PySpark / Databricks / ScalaAbility to travel 10 for in-person customer meetings when required We are looking for curious initiative takers to join our team, so if you are passionate about being a leader and working with smart people that are committed to accomplishing great things, then apply today!No agencies or third parties, please.US Citizens and those authorized to work in the US are encouraged to apply. We are unable to offer visa sponsorships at this time.
About QuisitiveWith significant growth since 2016, Quisitive is rapidly achieving our vision of becoming the premier, global Microsoft partner, and we continue to expand across the United States, Canada and India. Our teams have grown by diversifying our delivery model to include nearshore and offshore capabilities. Within our growing Global Cloud Solutions business, we deliver technical business solutions through a portfolio of IP solutions aligned to industry or business function to accelerate customer business goals, and we deliver technical cloud solutions to help customers achieve their digital transformation goals. In addition, Quisitive has a portfolio of industry-focused solutions that address customer challenges in healthcare, manufacturing, state & local government, performance management, and payment processing.",Full-time,United States,Mid-Senior level,0
3693586589,17937,Frontend Web Developer (Machine Learning),"Title: Frontend Web Developer - Machine Learning Developer ToolsLocation: Fully RemotePay: $70 - $80 per hourDuration: 12-month contract
Client Overview:Our client is a notable organization with expertise in the digital space. They offer a forward-thinking, collaborative, and technologically advanced approach that sets them apart as an industry leader and change maker.
Key QualificationsProven expertise of build user friendly web servicesExpertise with front-end frameworks such as Vue (preferred), React, AngularExperience with web-stack development in a Linux environment; Preferred language: Python or JavaScript (TypeScript)Experience with web service technologies such as REST, JSONCreate design patterns in Web UI that are reusable, cross-browser compatible, and responsive.Quickly identify and solve issues in production system.
(Good to have)Experience with back-end frameworks (e.g., FastAPI, Express)Experience with building web API (easily work together with backend web developer)Basic machine learning knowledgeAble to learn new software, pipeline, and procedures quicklyExperience to develop tools that support productionExcellent teamwork, verbal and written communication skills",Contract,United States,Mid-Senior level,0
3693586511,1124131,"Manager II, Machine Learning","2581297
About Pinterest
Millions of people across the world come to Pinterest to find new ideas every day. It’s where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you’ll be challenged to take on work that upholds this mission and pushes Pinterest forward. You’ll grow as a person and leader in your field, all the while helping Pinners make their lives better in the positive corner of the internet.
Creating a life you love also means finding a career that celebrates the unique perspectives and experiences that you bring. As you read through the expectations of the position, consider how your skills and experiences may complement the responsibilities of the role. We encourage you to think through your relevant and transferable skills from prior experiences.
Our new progressive work model is called PinFlex, a term that’s uniquely Pinterest to describe our flexible approach to living and working. Visit our PinFlex landing page to learn more. 
Pinterest helps people Discover and Do the things they love. We have more than 450M monthly active users who actively curate an ecosystem of more than 330B Pins on more than 7B boards, creating a rich human curated graph of immense value.
Pinterest builds an internet scale personalized recommendation engine in 35 languages, which requires a deep understanding of the users and content on our platform. As an engineer manager for the user understanding team, you will be responsible for developing horizontal user understanding signals, from modeling to serving, and adopting them for various recommendation systems in Pinterest.
What You’ll Do
Manage a horizontal team of talented and dedicated ML and backend engineers to build the foundational user understanding features to be used across all Pinterest ecosystemsUtilize state of the art algorithms/industry best practice to build and improve user understanding signals Partner with other engineering teams and sales & marketing team to discover future opportunities to improve content recommendation on PinterestHire new engineers to expand the team
What We’re Looking For
7+ years of industry experience1+ years of experience leading projects/ teams either as TL/ TLM/ EM for one or multiple of the following use cases with large scale: ads targeting, search and discovery, growth, content/user understandingHands-on experience working with ML algorithm development and productization. Experience working with PMs and XFN partners on E2E systems and moving business metrics Experience with Generative AI and LLM are a plus
This position is not eligible for relocation assistance.
At Pinterest we believe the workplace should be equitable, inclusive, and inspiring for every employee. In an effort to provide greater transparency, we are sharing the base salary range for this position. The position is also eligible for equity. Final salary is based on a number of factors including location, travel, relevant prior experience, or particular skills and expertise.
Information regarding the culture at Pinterest and benefits available for this position can be found here.
US based applicants only
$159,000—$278,000 USD
Our Commitment To Diversity
Pinterest is an equal opportunity employer and makes employment decisions on the basis of merit. We want to have the best qualified people in every job. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other characteristic under federal, state, or local law. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you require an accommodation during the job application process, please notify accessibility@pinterest.com for support.
",Full-time,WA,Mid-Senior level,1
